Date,Value,Ratio,HALF_YEAR,VIX_STS,VIX_VAL
1996/03/25,1598.54,98.00620455409366,98.00620455409366,98.00620455409366,17.84
1996/03/26,1603.66,98.3201108481601,98.3201108481601,98.3201108481601,17.799999
1996/03/27,1619.63,99.29922872242592,99.29922872242592,99.29922872242592,17.889999
1996/03/28,1620.69,99.36421713486935,99.36421713486935,99.36421713486935,18.16
1996/03/29,1636.88,100.35682317020834,100.35682317020834,100.35682317020834,18.879999
1996/04/01,1649.75,101.14588059298862,101.14588059298862,101.14588059298862,17.9
1996/04/02,1650.02,101.16243424521477,101.16243424521477,101.16243424521477,16.450001
1996/04/03,1645.59,100.89083172905963,100.89083172905963,100.89083172905963,16.33
1996/04/04,1642.5,100.7013843758047,100.7013843758047,100.7013843758047,16.18
1996/04/05,1658.73,101.69644280406607,101.69644280406607,101.69644280406607,0.0
1996/04/08,1645.12,100.8620161122215,100.8620161122215,100.8620161122215,18.719999
1996/04/09,1664.98,102.07962919819013,102.07962919819013,102.07962919819013,17.32
1996/04/10,1669.71,102.36962466126323,102.36962466126323,102.36962466126323,20.219999
1996/04/11,1672.34,102.53086949591064,102.53086949591064,102.53086949591064,19.65
1996/04/12,1672.69,102.55232793398159,102.55232793398159,102.55232793398159,17.379999
1996/04/15,1683.01,103.18504530795924,103.18504530795924,103.18504530795924,16.83
1996/04/16,1679.33,102.95942515909898,102.95942515909898,102.95942515909898,16.450001
1996/04/17,1677.48,102.84600198643827,102.84600198643827,102.84600198643827,17.07
1996/04/18,1673.31,102.59034002427869,102.59034002427869,102.59034002427869,16.41
1996/04/19,1679.4,102.96371684671318,102.96371684671318,102.96371684671318,15.12
1996/04/22,1696.42,104.00721003519185,104.00721003519185,104.00721003519185,15.38
1996/04/23,1702.61,104.38671783993232,104.38671783993232,104.38671783993232,15.01
1996/04/24,1711.8,104.95015511385235,104.95015511385235,104.95015511385235,14.91
1996/04/25,1714.05,105.08810221573701,105.08810221573701,105.08810221573701,14.72
1996/04/26,1718.0,105.33027601682342,105.33027601682342,105.33027601682342,14.75
1996/04/30,1712.42,104.98816720414946,104.98816720414946,104.98816720414946,15.83
1996/05/01,1697.61,104.08016872463305,104.98816720414946,104.98816720414946,16.07
1996/05/02,1685.8,103.35609971429622,104.98816720414946,104.98816720414946,18.620001
1996/05/07,1670.47,102.41622012678872,104.98816720414946,104.98816720414946,16.870001
1996/05/08,1681.18,103.07284833175972,104.98816720414946,104.98816720414946,15.78
1996/05/09,1664.76,102.06614103711696,104.98816720414946,104.98816720414946,16.99
1996/05/10,1657.94,101.64800804384879,104.98816720414946,104.98816720414946,15.61
1996/05/13,1643.1,100.7381702696406,104.98816720414946,104.98816720414946,15.16
1996/05/14,1652.01,101.28444079310387,104.98816720414946,104.98816720414946,14.9
1996/05/15,1690.16,103.62341054283718,104.98816720414946,104.98816720414946,15.59
1996/05/16,1697.56,104.07710323348007,104.98816720414946,104.98816720414946,15.71
1996/05/17,1684.33,103.26597427439825,104.98816720414946,104.98816720414946,15.13
1996/05/20,1689.04,103.55474354101014,104.98816720414946,104.98816720414946,15.8
1996/05/21,1689.3,103.5706840950057,104.98816720414946,104.98816720414946,16.0
1996/05/22,1683.12,103.19178938849582,104.98816720414946,104.98816720414946,15.5
1996/05/23,1662.1,101.90305690777777,104.98816720414946,104.98816720414946,16.17
1996/05/24,1664.55,102.0532659742744,104.98816720414946,104.98816720414946,15.54
1996/05/27,1658.44,101.67866295537871,104.98816720414946,104.98816720414946,0.0
1996/05/28,1675.23,102.7080548845536,104.98816720414946,104.98816720414946,16.92
1996/05/29,1680.86,103.05322918838056,104.98816720414946,104.98816720414946,17.15
1996/05/30,1673.41,102.59647100658468,104.98816720414946,104.98816720414946,16.02
1996/05/31,1680.57,103.0354493396932,104.98816720414946,104.98816720414946,16.07
1996/06/03,1658.64,101.69092491999069,104.98816720414946,104.98816720414946,16.860001
1996/06/04,1675.55,102.72767402793275,104.98816720414946,104.98816720414946,16.18
1996/06/05,1675.1,102.70008460755582,104.98816720414946,104.98816720414946,16.040001
1996/06/06,1668.48,102.29421357889962,104.98816720414946,104.98816720414946,16.84
1996/06/07,1659.69,101.75530023420353,104.98816720414946,104.98816720414946,16.1
1996/06/10,1657.92,101.6467818473876,104.98816720414946,104.98816720414946,16.780001
1996/06/11,1666.53,102.17465942393291,104.98816720414946,104.98816720414946,16.68
1996/06/12,1684.63,103.28436722131622,104.98816720414946,104.98816720414946,17.0
1996/06/13,1684.85,103.29785538238936,104.98816720414946,104.98816720414946,17.120001
1996/06/14,1700.1,104.23283018405209,104.98816720414946,104.98816720414946,18.639999
1996/06/17,1692.21,103.74909568010987,104.98816720414946,104.98816720414946,17.459999
1996/06/18,1698.16,104.11388912731599,104.98816720414946,104.98816720414946,17.450001
1996/06/19,1698.63,104.14270474415412,104.98816720414946,104.98816720414946,17.540001
1996/06/20,1700.53,104.25919340796783,104.98816720414946,104.98816720414946,16.969999
1996/06/21,1709.6,104.81527350312066,104.98816720414946,104.98816720414946,15.8
1996/06/24,1718.91,105.38606795580789,104.98816720414946,104.98816720414946,15.91
1996/06/25,1715.53,105.17884075386559,104.98816720414946,104.98816720414946,15.43
1996/06/26,1722.13,105.5834855860606,104.98816720414946,104.98816720414946,15.23
1996/06/27,1712.21,104.97529214130688,104.98816720414946,104.98816720414946,14.19
1996/06/28,1712.45,104.99000649884125,104.98816720414946,104.98816720414946,13.68
1996/07/01,1708.21,104.73005284906748,104.98816720414946,104.98816720414946,13.78
1996/07/02,1699.43,104.191752602602,104.98816720414946,104.98816720414946,14.19
1996/07/03,1698.34,104.12492489546675,104.98816720414946,104.98816720414946,14.21
1996/07/04,1692.29,103.75400046595466,104.98816720414946,104.98816720414946,0.0
1996/07/05,1690.5,103.64425588267753,104.98816720414946,104.98816720414946,16.09
1996/07/08,1669.44,102.35307100903708,104.98816720414946,104.98816720414946,16.42
1996/07/09,1667.32,102.22309418415018,104.98816720414946,104.98816720414946,15.49
1996/07/10,1658.17,101.66210930315256,104.98816720414946,104.98816720414946,15.51
1996/07/11,1660.62,101.81231836964918,104.98816720414946,104.98816720414946,17.809999
1996/07/12,1647.25,100.99260603533898,104.98816720414946,104.98816720414946,17.09
1996/07/15,1644.47,100.8221647272326,104.98816720414946,104.98816720414946,20.110001
1996/07/16,1626.11,99.69651637585373,104.98816720414946,104.98816720414946,20.1
1996/07/17,1625.54,99.66156977670963,104.98816720414946,104.98816720414946,19.219999
1996/07/18,1636.08,100.30777531176045,104.98816720414946,104.98816720414946,17.93
1996/07/19,1630.6,99.97179748139247,104.98816720414946,104.98816720414946,17.26
1996/07/22,1603.23,98.29374762424436,104.98816720414946,104.98816720414946,20.41
1996/07/23,1609.7,98.6904221794416,104.98816720414946,104.98816720414946,21.549999
1996/07/24,1581.71,96.97436023199637,104.98816720414946,104.98816720414946,21.440001
1996/07/25,1590.44,97.50959498730887,104.98816720414946,104.98816720414946,19.389999
1996/07/26,1603.24,98.29436072247496,104.98816720414946,104.98816720414946,17.450001
1996/07/29,1598.08,97.97800203548613,104.98816720414946,104.98816720414946,20.09
1996/07/30,1591.26,97.55986904221794,104.98816720414946,104.98816720414946,20.530001
1996/07/31,1584.43,97.14112295071916,104.98816720414946,104.98816720414946,19.459999
1996/08/01,1597.38,97.93508515934424,104.98816720414946,104.98816720414946,18.76
1996/08/02,1597.97,97.97125795494955,104.98816720414946,104.98816720414946,16.190001
1996/08/05,1601.88,98.21097936311357,104.98816720414946,104.98816720414946,17.360001
1996/08/06,1584.81,97.16442068348191,104.98816720414946,104.98816720414946,16.93
1996/08/07,1568.44,96.16077887999217,104.98816720414946,104.98816720414946,16.24
1996/08/08,1578.9,96.8020796291982,104.98816720414946,104.98816720414946,16.040001
1996/08/09,1567.44,96.0994690569323,104.98816720414946,104.98816720414946,15.77
1996/08/12,1570.52,96.28830331195664,104.98816720414946,104.98816720414946,15.57
1996/08/13,1580.71,96.91305040893653,104.98816720414946,104.98816720414946,16.41
1996/08/14,1589.73,97.46606501293638,104.98816720414946,104.98816720414946,15.96
1996/08/15,1588.79,97.40843377926011,104.98816720414946,104.98816720414946,15.46
1996/08/16,1584.84,97.1662599781737,104.98816720414946,104.98816720414946,14.81
1996/08/19,1591.77,97.59113705197846,104.98816720414946,104.98816720414946,15.27
1996/08/20,1594.86,97.7805844052334,104.98816720414946,104.98816720414946,14.73
1996/08/21,1605.92,98.45867104827536,104.98816720414946,104.98816720414946,14.52
1996/08/22,1613.96,98.95160202567656,104.98816720414946,104.98816720414946,13.71
1996/08/23,1607.3,98.54327860409795,104.98816720414946,104.98816720414946,14.18
1996/08/26,1582.87,97.04547962674579,104.98816720414946,104.98816720414946,15.38
1996/08/27,1583.12,97.06080708251076,104.98816720414946,104.98816720414946,15.11
1996/08/28,1572.12,96.3863990288524,104.98816720414946,104.98816720414946,15.1
1996/08/29,1559.21,95.59488921314974,104.98816720414946,104.98816720414946,16.219999
1996/08/30,1543.49,94.63109879464888,104.98816720414946,104.98816720414946,17.01
1996/09/02,1539.67,94.39689527056025,104.98816720414946,104.98816720414946,0.0
1996/09/03,1546.12,94.79234362929628,104.98816720414946,104.98816720414946,18.469999
1996/09/04,1540.99,94.47782423699925,104.98816720414946,104.98816720414946,18.639999
1996/09/05,1557.8,95.50844236263534,104.98816720414946,104.98816720414946,20.51
1996/09/06,1545.92,94.78008166468432,104.98816720414946,104.98816720414946,17.1
1996/09/09,1542.58,94.57530685566441,104.98816720414946,104.98816720414946,16.360001
1996/09/10,1560.23,95.65742523267079,104.98816720414946,104.98816720414946,16.25
1996/09/11,1559.15,95.59121062376614,104.98816720414946,104.98816720414946,16.059999
1996/09/12,1554.34,95.29631037484826,104.98816720414946,104.98816720414946,15.97
1996/09/13,1575.75,96.60895368655966,104.98816720414946,104.98816720414946,15.2
1996/09/17,1604.96,98.3998136181379,104.98816720414946,104.98816720414946,15.74
1996/09/18,1597.48,97.94121614165022,104.98816720414946,104.98816720414946,15.86
1996/09/19,1601.89,98.21159246134417,104.98816720414946,104.98816720414946,16.030001
1996/09/20,1592.39,97.62914914227558,104.98816720414946,104.98816720414946,15.65
1996/09/24,1589.48,97.45073755717141,104.98816720414946,104.98816720414946,16.450001
1996/09/25,1602.37,98.24102117641289,104.98816720414946,104.98816720414946,16.219999
1996/09/26,1611.64,98.80936323617772,104.98816720414946,104.98816720414946,16.110001
1996/09/27,1622.25,99.45986045884271,104.98816720414946,104.98816720414946,16.1
1996/09/30,1627.55,99.78480252105993,104.98816720414946,104.98816720414946,16.950001
1996/10/01,1622.91,99.50032494206222,104.98816720414946,104.98816720414946,17.049999
1996/10/02,1620.21,99.33478841980063,104.98816720414946,104.98816720414946,16.780001
1996/10/03,1608.02,98.58742167670104,104.98816720414946,104.98816720414946,16.77
1996/10/04,1593.6,97.70333402817799,104.98816720414946,104.98816720414946,14.8
1996/10/07,1590.88,97.53657130945521,104.98816720414946,104.98816720414946,15.11
1996/10/08,1581.72,96.97497333022697,104.98816720414946,104.98816720414946,15.58
1996/10/09,1569.96,96.25396981104313,104.98816720414946,104.98816720414946,16.09
1996/10/11,1571.87,96.37107157308743,104.98816720414946,104.98816720414946,15.07
1996/10/14,1576.25,96.6396085980896,104.98816720414946,104.98816720414946,15.13
1996/10/15,1601.86,98.20975316665236,104.98816720414946,104.98816720414946,15.83
1996/10/16,1600.9,98.15089573651491,104.98816720414946,104.98816720414946,15.6
1996/10/17,1602.57,98.25328314102485,104.98816720414946,104.98816720414946,15.41
1996/10/18,1615.21,99.02823930450137,104.98816720414946,104.98816720414946,15.08
1996/10/21,1597.06,97.91546601596508,104.98816720414946,104.98816720414946,15.98
1996/10/22,1583.81,97.10311086042206,104.98816720414946,104.98816720414946,16.4
1996/10/23,1576.73,96.66903731315831,104.98816720414946,104.98816720414946,16.450001
1996/10/24,1571.09,96.32324991110076,104.98816720414946,104.98816720414946,16.889999
1996/10/25,1557.76,95.50598996971296,104.98816720414946,104.98816720414946,17.290001
1996/10/28,1564.94,95.94619449928268,104.98816720414946,104.98816720414946,18.34
1996/10/29,1572.8,96.42808970853311,104.98816720414946,104.98816720414946,18.280001
1996/10/30,1562.88,95.8198962637794,104.98816720414946,104.98816720414946,18.48
1996/10/31,1550.55,95.06394614545142,104.98816720414946,104.98816720414946,18.110001
1996/11/01,1557.57,95.49434110333158,105.46349333602082,105.46349333602082,17.889999
1996/11/05,1553.8,95.26320307039595,105.20822559853436,105.20822559853436,17.65
1996/11/06,1573.17,96.45077434306525,106.51977362906827,106.51977362906827,16.969999
1996/11/07,1561.99,95.76533052125612,105.76277275238427,105.76277275238427,17.209999
1996/11/08,1576.65,96.66413252731354,106.75540538674811,106.75540538674811,15.78
1996/11/11,1572.83,96.4299290032249,106.49675213550186,106.49675213550186,14.04
1996/11/12,1576.75,96.67026350961952,106.76217641426764,106.76217641426764,15.36
1996/11/13,1567.78,96.12031439677266,106.15481524576535,106.15481524576535,14.89
1996/11/14,1569.85,96.24722573050654,106.29497551541972,106.29497551541972,13.79
1996/11/15,1564.74,95.9339325346707,105.94897600917149,105.94897600917149,14.36
1996/11/18,1556.33,95.41831692273736,105.3795325947786,105.3795325947786,15.12
1996/11/19,1562.08,95.7708484053315,105.76886667715186,105.76886667715186,15.23
1996/11/20,1572.78,96.4268635120719,106.4933666217421,106.4933666217421,15.94
1996/11/21,1570.61,96.29382119603203,106.34643532456819,106.34643532456819,15.77
1996/11/22,1573.56,96.47468517405859,106.54618063639448,106.54618063639448,14.92
1996/11/25,1578.47,96.77571640528247,106.87863808760366,106.87863808760366,15.91
1996/11/26,1584.79,97.16319448702072,107.30656702683827,107.30656702683827,16.969999
1996/11/27,1584.79,97.16319448702072,107.30656702683827,107.30656702683827,16.959999
1996/11/28,1568.38,96.15710029060857,106.19544141088258,106.19544141088258,0.0
1996/11/29,1562.8,95.8149914779346,105.81761807529253,105.81761807529253,17.139999
1996/12/02,1542.19,94.55139602467108,104.42210930351638,104.42210930351638,17.93
1996/12/03,1535.64,94.14981668362906,103.97860700098684,103.97860700098684,18.68
1996/12/04,1536.36,94.19395975623215,104.0273583991275,104.0273583991275,17.93
1996/12/05,1551.76,95.13813103135385,105.07009663713589,105.07009663713589,18.139999
1996/12/06,1517.01,93.00761468002403,102.71716457409748,102.71716457409748,18.82
1996/12/09,1532.77,93.97385749144728,103.78427851117618,103.78427851117618,17.75
1996/12/10,1542.99,94.60044388311896,104.47627752367266,104.47627752367266,17.879999
1996/12/11,1524.9,93.49134918396626,103.25139864538879,103.25139864538879,19.68
1996/12/12,1512.43,92.72681569040992,102.40705151370277,102.40705151370277,20.450001
1996/12/13,1501.95,92.0842887447427,101.69744782965552,101.69744782965552,21.09
1996/12/16,1511.98,92.699226270033,102.37658188986487,102.37658188986487,21.99
1996/12/17,1515.42,92.91013206135888,102.60950523653686,102.60950523653686,20.77
1996/12/18,1498.48,91.871543658725,101.46249317472763,101.46249317472763,19.42
1996/12/19,1469.73,90.10888624575429,99.51582276286132,99.51582276286132,18.77
1996/12/20,1475.84,90.48348926464998,99.9295325443049,99.9295325443049,18.85
1996/12/24,1448.45,88.80421321104068,98.07494810670428,98.07494810670428,18.68
1996/12/25,1469.43,90.09049329883635,99.49550968030273,99.49550968030273,0.0
1996/12/26,1460.01,89.51295476561255,98.85767888796252,98.85767888796252,18.59
1996/12/27,1466.8,89.92924846418893,99.31743165653894,99.31743165653894,19.129999
1996/12/30,1470.94,90.18307113165672,99.5977521958477,99.5977521958477,19.51
1997/01/06,1480.86,90.79126457641043,100.26943812578557,100.26943812578557,19.889999
1997/01/07,1453.05,89.08623839711599,98.38641537260291,98.38641537260291,19.35
1997/01/08,1433.28,87.87414319522274,97.04778323199085,97.04778323199085,20.24
1997/01/09,1392.18,85.35430946746288,94.26489092146198,94.26489092146198,20.91
1997/01/10,1337.03,81.97307272571211,90.53066924443844,90.53066924443844,19.629999
1997/01/13,1383.11,84.79822937231003,93.65075872544016,93.65075872544016,19.84
1997/01/14,1386.58,85.01097445832771,93.88571338036802,93.88571338036802,19.27
1997/01/16,1394.01,85.46650644366241,94.38880072506947,94.38880072506947,19.610001
1997/01/17,1388.36,85.12010594337424,94.00623767021574,94.00623767021574,18.629999
1997/01/20,1359.17,83.33047220825722,92.0297747372635,92.0297747372635,18.6
1997/01/21,1349.32,82.72657045111768,91.36282852658928,91.36282852658928,17.809999
1997/01/22,1378.62,84.5229482667713,93.34673958981301,93.34673958981301,17.09
1997/01/23,1369.75,83.97913013623042,92.74614944883027,92.74614944883027,18.469999
1997/01/24,1353.48,82.98161931504666,91.64450327140193,91.64450327140193,19.33
1997/01/27,1326.6,81.33361127119787,89.82445107415093,89.82445107415093,20.16
1997/01/28,1345.88,82.51566465979181,91.1299051799173,91.1299051799173,20.74
1997/01/29,1366.44,83.77619462190233,92.52202843793368,92.52202843793368,20.23
1997/01/30,1345.7,82.50462889164102,91.11771733038212,91.11771733038212,19.469999
1997/01/31,1372.48,84.14650595318382,92.93099850011359,92.93099850011359,19.469999
1997/02/03,1367.74,83.85589739188013,92.61005179568764,92.61005179568764,19.58
1997/02/04,1375.74,84.34637597635894,93.15173399725045,93.15173399725045,19.43
1997/02/05,1355.4,83.09933417532159,91.77450699977705,91.77450699977705,21.059999
1997/02/06,1349.88,82.7609039520312,91.4007462806987,91.4007462806987,20.16
1997/02/07,1341.5,82.24712763478965,90.83333417456167,90.83333417456167,18.9
1997/02/10,1354.89,83.06806616556105,91.7399747594274,91.7399747594274,20.65
1997/02/12,1368.43,83.89820116979143,92.65677188557244,92.65677188557244,19.48
1997/02/13,1382.79,84.77861022893089,93.62909143737765,93.62909143737765,19.23
1997/02/14,1389.88,85.21329687442523,94.10915728851268,94.10915728851268,19.18
1997/02/17,1393.74,85.44995279143625,94.37051895076672,94.37051895076672,0.0
1997/02/18,1381.12,84.67622282442092,93.5160152778014,93.5160152778014,19.700001
1997/02/19,1380.24,84.62227018012827,93.45643023562951,93.45643023562951,20.610001
1997/02/20,1411.66,86.54862482066878,95.5838870822674,95.5838870822674,21.41
1997/02/21,1425.01,87.36711095851777,96.4878192561253,96.4878192561253,20.549999
1997/02/24,1423.3,87.26227116108542,96.37203468554125,96.37203468554125,19.84
1997/02/25,1425.37,87.38918249481932,96.51219495519564,96.51219495519564,19.98
1997/02/26,1416.2,86.8269714173605,95.89129173165429,95.89129173165429,20.74
1997/02/27,1413.39,86.65469081456231,95.70102585835535,95.70102585835535,21.08
1997/02/28,1390.59,85.25682684879772,94.15723158390138,94.15723158390138,21.1
1997/03/03,1379.58,84.58180569690876,93.41174145400058,93.41174145400058,20.889999
1997/03/04,1387.94,85.09435581768912,93.97779935463372,93.97779935463372,20.620001
1997/03/05,1371.92,84.11217245227031,92.89308074600422,92.89308074600422,19.49
1997/03/06,1354.01,83.01411352126837,91.68038971725548,91.68038971725548,20.48
1997/03/07,1362.29,83.52175885620395,92.24103079587299,92.24103079587299,19.32
1997/03/10,1360.15,83.39055583485587,92.09613080695495,92.09613080695495,19.0
1997/03/11,1369.05,83.93621326008854,92.69875225619354,92.69875225619354,19.25
1997/03/12,1366.58,83.7847779971307,92.53150787646103,92.53150787646103,19.610001
1997/03/13,1351.04,82.83202334678063,91.4792901999253,91.4792901999253,19.790001
1997/03/14,1353.54,82.98529790443025,91.64856588791368,91.64856588791368,19.809999
1997/03/17,1358.75,83.30472208257207,92.00133642168144,92.00133642168144,20.950001
1997/03/18,1376.99,84.42301325518375,93.23637184124462,93.23637184124462,21.26
1997/03/19,1381.39,84.6927764766471,93.53429705210417,93.53429705210417,21.74
1997/03/21,1394.48,85.49532206050054,94.42062455441129,94.42062455441129,19.690001
1997/03/24,1375.71,84.34453668166714,93.14970268899457,93.14970268899457,20.059999
1997/03/25,1392.81,85.39293465599059,94.30754839483505,94.30754839483505,19.26
1997/03/26,1395.7,85.57012004463355,94.50323109014961,94.50323109014961,18.32
1997/03/27,1382.58,84.7657351660883,93.6148722795866,93.6148722795866,20.5
1997/03/28,1378.71,84.5284661508467,93.35283351458062,93.35283351458062,0.0
1997/03/31,1373.26,84.19432761517051,92.98381251476596,92.98381251476596,22.139999
1997/04/01,1363.05,83.56835432172943,92.29249060502144,92.29249060502144,20.84
1997/04/02,1375.6,84.33779260113056,93.14225455872308,93.14225455872308,21.299999
1997/04/03,1380.7,84.6504726987358,93.48757696221936,93.48757696221936,21.190001
1997/04/04,1369.82,83.98342182384462,92.75088916809396,92.75088916809396,19.23
1997/04/07,1354.83,83.06438757617745,91.73591214291567,91.73591214291567,18.51
1997/04/08,1365.05,83.69097396784913,92.42791115541215,92.42791115541215,18.440001
1997/04/09,1343.39,82.36300320037277,90.96130659468088,90.96130659468088,18.559999
1997/04/10,1320.82,80.97924049391193,89.43308568352182,89.43308568352182,19.01
1997/04/11,1336.53,81.94241781418219,90.49681410684077,90.49681410684077,19.76
1997/04/14,1327.51,81.38940321018234,89.88606742457871,89.88606742457871,19.09
1997/04/15,1342.4,82.30230647554352,90.89427342223748,90.89427342223748,18.25
1997/04/16,1356.5,83.1667749806874,91.8489883024919,91.8489883024919,17.639999
1997/04/17,1366.11,83.75596238029257,92.49968404711922,92.49968404711922,18.709999
1997/04/18,1386.66,85.01587924417251,93.89113020238366,93.89113020238366,18.75
1997/04/21,1404.7,86.12190845217222,95.11262356690779,95.11262356690779,20.1
1997/04/22,1405.58,86.17586109646487,95.17220860907968,95.17220860907968,19.52
1997/04/23,1420.79,87.10838350520521,96.20208189480095,96.20208189480095,20.48
1997/04/24,1419.09,87.00415680600345,96.08697442696885,96.08697442696885,20.83
1997/04/25,1411.63,86.54678552597699,95.58185577401157,95.58185577401157,21.15
1997/04/28,1410.85,86.49896386399028,95.52904175935917,95.52904175935917,21.34
1997/04/30,1441.19,88.35910389562616,97.5833715087861,97.5833715087861,20.059999
1997/05/01,1453.24,89.09788726349736,97.5833715087861,97.5833715087861,19.870001
1997/05/02,1467.53,89.97400463502262,97.5833715087861,97.5833715087861,17.51
1997/05/06,1509.13,92.52449327431242,97.5833715087861,97.5833715087861,20.85
1997/05/07,1500.52,91.9966156977671,97.5833715087861,97.5833715087861,21.34
1997/05/08,1494.91,91.65266759040134,97.5833715087861,97.5833715087861,21.26
1997/05/09,1478.04,90.61837087538166,97.5833715087861,97.5833715087861,20.110001
1997/05/12,1493.45,91.56315524873396,97.5833715087861,97.5833715087861,20.25
1997/05/13,1500.67,92.00581217122608,97.5833715087861,97.5833715087861,20.809999
1997/05/14,1502.31,92.10636028104423,97.5833715087861,97.5833715087861,21.09
1997/05/15,1489.18,91.3013623042684,97.5833715087861,97.5833715087861,19.91
1997/05/16,1503.29,92.16644390764289,97.5833715087861,97.5833715087861,21.57
1997/05/19,1512.83,92.75133961963385,97.5833715087861,97.5833715087861,21.48
1997/05/20,1503.56,92.18299755986904,97.5833715087861,97.5833715087861,19.26
1997/05/21,1475.99,90.49268573810896,97.5833715087861,97.5833715087861,19.280001
1997/05/22,1476.93,90.55031697178522,97.5833715087861,97.5833715087861,18.77
1997/05/23,1489.89,91.3448922786409,97.5833715087861,97.5833715087861,18.08
1997/05/26,1494.61,91.63427464348338,97.5833715087861,97.5833715087861,0.0
1997/05/27,1484.45,91.0113668411953,97.5833715087861,97.5833715087861,19.360001
1997/05/28,1503.25,92.1639915147205,97.5833715087861,97.5833715087861,19.280001
1997/05/29,1503.34,92.16950939879587,97.5833715087861,97.5833715087861,19.02
